year,state,district,rainfall_mm,temperature_C,humidity_pct,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,soil_pH,crop,yield_kg_ha
2020,Tamil Nadu,Tamil_D39,,30.11,69.1,122.2,22.8,27.1,5.34,Groundnut,3224.2
2023,Assam,Assam_D33,420.6,30.16,,28.5,7.9,64.0,7.1,Maize,3846.3
2024,Haryana,Haryana_D77,1365.9,25.29,67.1,34.1,4.1,0.5,6.85,Cotton,2428.9
2022,Chhattisgarh,Chhattisgarh_D64,1009.2,25.94,51.5,40.4,45.7,114.5,,Oilseeds,3233.2
2023,Bihar,Bihar_D134,710.0,25.62,52.1,176.9,2.8,,6.79,Groundnut,
2021,Telangana,Telangana_D110,849.9,,71.8,28.7,43.1,44.0,6.28,Oilseeds,
2021,Tamil Nadu,Tamil_D76,1044.9,18.48,58.6,110.4,40.4,8.5,8.13,Sugarcane,77890.2
2023,Uttar Pradesh,Uttar_D146,972.1,28.93,79.0,43.6,28.8,74.2,6.14,Millets,3413.5
2022,Madhya Pradesh,Madhya_D13,1138.9,33.89,,75.4,54.9,70.2,7.81,Wheat,3387.3
2023,Telangana,Telangana_D142,1561.4,27.79,58.4,80.7,49.4,94.2,6.5,Wheat,4850.5
2022,Gujarat,Gujarat_D20,485.3,26.51,73.9,0.0,0.0,32.2,5.66,Cotton,
2022,Punjab,Punjab_D12,1200.1,27.29,70.4,141.8,31.3,40.6,6.05,Cotton,2507.1
2024,Bihar,Bihar_D132,857.1,29.12,45.1,111.6,27.4,31.7,6.05,Millets,3189.3
2021,Kerala,Kerala_D28,1357.0,31.57,42.7,93.4,54.3,35.7,6.17,Millets,3060.3
2021,Karnataka,Karnataka_D131,1550.3,26.73,78.6,118.7,0.0,0.4,6.17,Oilseeds,3348.8
2022,Gujarat,Gujarat_D109,978.4,26.33,58.9,27.1,30.9,84.2,5.85,Pulses,2826.6
2021,Telangana,Telangana_D106,1148.3,21.5,72.3,28.8,32.8,24.8,6.29,Maize,4202.3
2020,West Bengal,West_D25,1386.4,27.19,73.5,80.2,52.8,24.7,6.97,Sugarcane,73443.1
2022,Jharkhand,Jharkhand_D119,1299.3,22.19,88.0,100.7,34.1,0.0,5.99,Cotton,2658.3
2021,Tamil Nadu,Tamil_D146,1402.7,24.81,94.7,7.1,37.6,10.2,5.56,Millets,3600.3
2020,Assam,Assam_D65,780.8,30.51,52.8,139.7,62.9,55.6,7.43,Sugarcane,83516.9
2024,Tamil Nadu,Tamil_D91,693.2,31.08,,,23.5,17.0,7.34,Rice,3290.7
2021,Punjab,Punjab_D66,445.5,28.85,68.1,44.4,31.3,0.0,6.15,Sugarcane,
2020,Karnataka,Karnataka_D150,821.9,31.86,92.8,110.4,39.5,56.0,6.98,Oilseeds,2773.9
2023,Tamil Nadu,Tamil_D21,866.3,20.4,48.4,70.4,9.8,82.3,6.61,Rice,3048.4
2023,Tamil Nadu,Tamil_D129,842.6,33.51,91.5,58.4,0.6,38.8,6.25,Oilseeds,2450.8
2020,Punjab,Punjab_D5,1096.9,23.6,78.4,78.5,36.3,78.5,6.35,Millets,3528.9
2022,Kerala,Kerala_D30,1107.3,28.2,61.8,18.7,31.6,38.7,6.09,Sugarcane,77350.1
2022,Assam,Assam_D119,873.8,24.34,83.1,,66.8,49.3,5.92,Sugarcane,84523.5
2021,Uttar Pradesh,Uttar_D46,1038.7,28.24,64.4,113.0,25.1,41.4,6.49,Groundnut,3609.2
2023,Gujarat,Gujarat_D47,1230.7,27.07,45.8,105.6,38.6,91.0,6.96,Groundnut,3584.6
2022,Karnataka,Karnataka_D101,580.5,31.55,71.8,145.0,7.0,47.6,7.19,Wheat,4031.9
2022,Gujarat,Gujarat_D12,1273.3,36.86,66.0,39.6,19.5,20.0,6.74,Pulses,1793.0
2023,Odisha,Odisha_D22,655.5,30.53,62.7,105.3,62.0,19.5,6.44,Cotton,2273.0
2024,Andhra Pradesh,Andhra_D107,,26.52,58.1,175.2,4.9,3.5,5.51,Pulses,2885.1
2022,West Bengal,West_D77,966.5,33.13,79.2,150.8,42.6,21.4,7.63,Maize,3899.7
2020,Chhattisgarh,Chhattisgarh_D81,925.6,20.21,69.8,137.0,55.8,102.4,6.99,Oilseeds,2972.2
2021,Gujarat,Gujarat_D117,184.1,24.68,62.9,106.3,26.8,36.8,6.52,Oilseeds,2674.3
2022,Andhra Pradesh,Andhra_D116,1163.2,26.08,,85.0,8.4,0.0,5.09,Wheat,4460.5
2022,Andhra Pradesh,Andhra_D68,938.0,25.89,63.1,90.4,52.7,47.2,,Cotton,2317.9
2024,West Bengal,West_D88,969.7,24.04,61.3,84.2,49.7,44.0,,Groundnut,3528.8
2020,Haryana,Haryana_D48,862.8,29.78,63.9,115.9,29.4,35.5,5.65,Sugarcane,76459.4
2021,Kerala,Kerala_D55,1150.1,26.99,80.9,123.3,40.3,18.4,4.84,Cotton,2404.9
2022,Andhra Pradesh,Andhra_D48,1230.2,26.45,64.4,22.5,17.7,63.2,5.63,Wheat,4547.4
2021,Uttar Pradesh,Uttar_D21,1093.6,32.64,72.3,40.5,17.5,101.1,6.37,Wheat,4275.5
2023,Bihar,Bihar_D67,1426.8,25.21,64.2,37.8,30.2,47.3,5.97,Wheat,4671.5
2022,Karnataka,Karnataka_D28,,31.11,43.4,59.8,29.6,27.1,6.25,Wheat,4089.2
2022,Odisha,Odisha_D112,662.9,25.9,73.3,76.9,3.3,,6.2,Cotton,2575.6
2023,Gujarat,Gujarat_D137,1062.7,25.99,,91.1,17.2,0.0,8.07,Groundnut,2854.4
2024,Andhra Pradesh,Andhra_D5,1164.7,23.96,80.0,,5.6,,6.61,Wheat,4888.6
2022,Karnataka,Karnataka_D2,1106.7,21.18,94.8,116.1,46.7,2.9,7.22,Pulses,2907.8
2021,Karnataka,Karnataka_D102,385.0,24.35,,89.1,39.3,114.1,5.57,Maize,3850.1
2020,Madhya Pradesh,Madhya_D30,419.0,19.89,83.6,73.9,38.9,80.0,6.64,Wheat,4354.7
2021,Karnataka,Karnataka_D4,826.1,28.02,63.8,42.3,0.0,38.0,7.24,Wheat,4114.1
2024,Tamil Nadu,Tamil_D44,184.3,25.74,65.4,56.2,6.3,34.5,6.04,Millets,2718.8
2020,Madhya Pradesh,Madhya_D123,1004.4,31.34,75.7,57.7,36.5,0.0,6.21,Groundnut,3220.8
2021,Jharkhand,Jharkhand_D118,870.1,24.1,40.5,114.9,,54.4,6.18,Rice,3495.9
2021,Gujarat,Gujarat_D104,534.2,25.97,44.1,104.6,37.9,96.4,5.69,Oilseeds,3066.8
2023,Gujarat,Gujarat_D125,,31.87,70.9,90.5,43.5,22.4,6.47,Rice,3517.6
2024,Karnataka,Karnataka_D78,943.9,30.56,30.7,103.9,41.1,31.1,5.26,Maize,4056.0
2023,Tamil Nadu,Tamil_D93,302.6,27.55,86.3,71.6,39.1,77.1,5.25,Maize,3878.8
2020,Chhattisgarh,Chhattisgarh_D102,658.6,22.86,90.0,54.4,28.9,,6.25,Jute,3587.9
2023,West Bengal,West_D78,794.6,29.35,75.3,3.6,,43.9,7.06,Oilseeds,2493.8
2024,Assam,Assam_D23,780.1,25.85,68.0,60.1,47.5,32.4,6.98,Maize,4230.3
2022,Uttar Pradesh,Uttar_D33,791.6,24.92,86.6,10.2,42.1,41.2,5.47,Cotton,2352.7
2022,Punjab,Punjab_D35,1443.6,,63.0,90.4,38.2,,5.19,Pulses,2611.2
2020,Tamil Nadu,Tamil_D4,1279.4,32.87,64.3,,35.0,41.0,7.87,Rice,2965.4
2022,Madhya Pradesh,Madhya_D49,642.7,23.45,67.9,71.0,16.7,50.3,6.16,Cotton,
2023,Gujarat,Gujarat_D29,485.1,33.86,57.6,69.2,53.9,76.0,5.14,Rice,2993.1
2020,Andhra Pradesh,Andhra_D5,734.7,,89.4,0.0,0.0,73.3,5.97,Rice,
2024,Tamil Nadu,Tamil_D49,1390.9,30.13,88.9,0.0,25.3,65.8,6.02,Rice,3818.9
2020,Bihar,Bihar_D7,150.0,34.33,55.9,107.9,52.8,62.7,6.77,Rice,2846.8
2020,Madhya Pradesh,Madhya_D54,933.4,26.35,,83.1,27.6,84.9,7.32,Sugarcane,79895.9
2021,Andhra Pradesh,Andhra_D124,776.8,28.05,64.8,142.1,28.1,50.7,6.9,Cotton,2393.3
2021,Andhra Pradesh,Andhra_D38,1379.3,29.89,88.0,102.7,15.3,43.3,7.26,Maize,4707.8
2020,Jharkhand,Jharkhand_D62,1292.5,33.32,64.7,56.2,65.3,0.0,6.77,Wheat,3714.2
2022,Tamil Nadu,Tamil_D112,312.7,27.08,72.4,0.0,51.6,31.6,5.98,Oilseeds,2509.2
2021,West Bengal,West_D138,1378.7,30.24,54.0,115.7,70.1,2.5,5.41,Wheat,4804.0
2024,Uttar Pradesh,Uttar_D49,150.0,23.9,92.8,144.3,25.8,30.1,7.04,Maize,3858.8
2023,Madhya Pradesh,Madhya_D23,1144.9,21.07,52.5,0.0,,37.7,6.42,Millets,3015.1
2021,Madhya Pradesh,Madhya_D78,1180.8,24.29,63.8,86.2,0.0,69.3,5.82,Groundnut,3301.0
2020,Punjab,Punjab_D119,1574.1,24.28,44.4,70.3,54.8,8.5,5.19,Sugarcane,77368.0
2022,Punjab,Punjab_D38,990.9,30.9,88.5,0.0,35.8,,6.56,Jute,3320.3
2023,Telangana,Telangana_D122,634.2,26.71,69.5,22.8,29.8,37.3,5.76,Pulses,2588.8
2021,Haryana,Haryana_D109,496.7,24.56,96.7,96.7,,10.3,,Cotton,2290.4
2022,Chhattisgarh,Chhattisgarh_D6,1484.1,23.45,55.3,146.1,45.5,0.0,6.89,Rice,
2022,Telangana,Telangana_D30,1578.8,25.33,85.7,84.5,29.7,36.9,5.88,Millets,3757.8
2022,Telangana,Telangana_D43,720.6,30.67,75.9,82.7,31.8,42.1,6.21,Wheat,
2020,Assam,Assam_D40,908.9,23.44,,75.5,0.0,39.7,5.28,Jute,3436.6
2024,Chhattisgarh,Chhattisgarh_D114,1445.3,26.49,60.1,108.4,55.6,64.3,6.04,Rice,3985.5
2022,Tamil Nadu,Tamil_D125,1207.6,25.47,78.2,58.6,25.5,,5.43,Groundnut,3809.5
2023,West Bengal,West_D121,825.3,28.42,69.4,90.5,,70.7,6.7,Wheat,4690.3
2021,Odisha,Odisha_D6,596.1,34.36,59.7,152.1,31.7,31.3,5.73,Groundnut,2540.8
2023,Jharkhand,Jharkhand_D116,563.5,24.39,96.2,31.2,43.9,21.5,6.38,Oilseeds,3183.5
2020,Andhra Pradesh,Andhra_D150,1281.3,28.27,70.7,86.2,28.4,35.6,5.78,Millets,3603.3
2020,Gujarat,Gujarat_D63,753.2,26.94,64.4,69.5,37.6,46.2,5.61,Maize,4534.4
2023,Haryana,Haryana_D52,737.4,25.14,53.8,62.9,0.0,43.8,5.56,Jute,3205.3
2024,Telangana,Telangana_D76,1144.8,27.2,62.2,59.8,27.2,32.6,5.69,Rice,3513.4
2020,Tamil Nadu,Tamil_D146,932.2,34.28,37.9,75.2,33.9,17.6,6.07,Oilseeds,2236.8
2020,Kerala,Kerala_D101,1055.8,26.72,70.0,72.7,24.5,0.0,7.08,Jute,3479.7
2023,Assam,Assam_D14,770.4,26.72,81.0,54.9,56.4,97.5,6.22,Jute,3712.7
2020,West Bengal,West_D86,753.8,25.48,91.5,104.3,20.4,23.2,,Groundnut,3674.9
2024,Tamil Nadu,Tamil_D3,606.2,28.66,63.7,64.1,45.6,14.1,6.54,Groundnut,3127.1
2024,Assam,Assam_D27,1183.6,23.0,77.2,,28.1,76.5,6.78,Wheat,4786.2
2024,Odisha,Odisha_D111,934.0,27.49,64.8,44.4,42.1,36.4,6.98,Maize,4483.4
2021,Telangana,Telangana_D107,1017.3,28.78,43.1,112.8,52.4,45.0,7.46,Groundnut,3127.0
2024,Assam,Assam_D127,492.1,23.61,39.4,13.5,43.6,,6.37,Wheat,4171.4
2024,Bihar,Bihar_D149,1178.3,33.39,68.4,89.9,10.2,67.9,6.34,Sugarcane,76909.8
2021,Telangana,Telangana_D142,1024.8,33.24,39.6,100.3,40.2,54.4,4.87,Jute,2537.7
2022,Haryana,Haryana_D75,1192.1,35.99,66.2,0.0,43.9,40.7,7.24,Sugarcane,75861.2
2020,Kerala,Kerala_D10,1038.1,29.29,63.6,43.6,30.7,74.2,6.24,Jute,3334.9
2024,Punjab,Punjab_D125,1014.4,28.66,43.6,123.0,27.0,37.0,,Millets,3027.5
2020,Odisha,Odisha_D103,171.9,26.69,29.3,171.8,48.9,35.6,6.46,Maize,3605.5
2023,Chhattisgarh,Chhattisgarh_D125,1355.1,,58.9,45.6,15.1,20.8,5.9,Groundnut,3612.3
2020,Uttar Pradesh,Uttar_D132,371.8,30.71,92.0,39.6,20.1,54.1,8.02,Groundnut,2545.2
2021,Uttar Pradesh,Uttar_D125,1314.8,27.07,73.7,47.6,36.1,28.8,5.77,Millets,3380.8
2020,Bihar,Bihar_D60,870.9,26.4,58.8,106.5,43.9,,6.16,Maize,4706.1
2020,Andhra Pradesh,Andhra_D16,257.3,29.24,57.7,84.0,,0.0,5.18,Wheat,3874.8
2020,Chhattisgarh,Chhattisgarh_D136,865.5,24.49,75.0,88.8,57.6,10.8,5.86,Groundnut,3529.1
2022,Haryana,Haryana_D5,299.9,33.32,71.0,116.0,0.0,91.2,4.96,Jute,2309.9
2022,West Bengal,West_D109,1343.2,,79.8,153.2,19.2,0.0,5.19,Rice,3803.8
2023,Madhya Pradesh,Madhya_D148,693.7,30.06,96.2,0.0,20.1,4.3,6.12,Oilseeds,2762.4
2021,Assam,Assam_D81,483.5,23.79,86.3,109.2,29.7,75.7,6.89,Jute,3735.9
2020,Gujarat,Gujarat_D142,1164.3,26.83,86.0,131.9,32.0,4.3,5.38,Oilseeds,3056.9
2020,Andhra Pradesh,Andhra_D17,883.1,25.43,67.9,107.1,62.2,2.0,6.28,Oilseeds,2967.9
2020,Andhra Pradesh,Andhra_D69,1108.1,25.59,35.8,63.4,0.0,49.4,6.09,Jute,
2020,West Bengal,West_D107,,22.45,37.5,,38.3,101.4,4.99,Millets,3248.4
2022,Jharkhand,Jharkhand_D122,1362.7,31.23,76.7,60.3,48.0,57.3,6.92,Millets,
2023,Madhya Pradesh,Madhya_D30,739.4,28.94,61.0,90.2,43.8,0.0,7.2,Cotton,2123.7
2024,Madhya Pradesh,Madhya_D127,269.6,21.32,94.0,27.7,13.8,33.7,6.38,Rice,2759.3
2021,Bihar,Bihar_D89,462.3,26.15,91.4,,33.5,69.9,5.82,Rice,3496.0
2020,Assam,Assam_D115,1074.1,26.13,71.2,136.9,31.9,21.4,4.32,Maize,
2023,Jharkhand,Jharkhand_D112,636.9,28.6,62.1,128.4,25.4,0.0,6.21,Pulses,2624.6
2024,Haryana,Haryana_D6,1413.4,26.42,55.7,105.1,49.9,25.7,7.09,Maize,4265.3
2023,West Bengal,West_D42,431.7,31.35,93.6,,66.8,25.0,5.52,Sugarcane,79102.0
2022,Kerala,Kerala_D74,1307.3,,71.9,119.1,20.1,14.8,6.29,Maize,4738.6
2024,Madhya Pradesh,Madhya_D50,726.8,35.83,58.9,,32.6,48.7,6.19,Jute,2585.1
2023,West Bengal,West_D121,1423.0,18.09,,94.2,4.8,0.0,,Pulses,2633.5
2022,Gujarat,Gujarat_D89,1102.3,32.47,65.9,88.4,27.6,62.8,6.64,Rice,3806.2
2023,Haryana,Haryana_D113,977.0,30.18,,50.6,18.0,2.8,5.66,Cotton,2119.2
2023,Kerala,Kerala_D60,1165.8,26.3,72.6,82.2,58.5,34.5,6.37,Jute,3992.6
2024,Assam,Assam_D130,1390.7,25.97,70.2,87.1,58.6,3.7,7.64,Sugarcane,86351.8
2022,West Bengal,West_D57,879.7,,49.5,124.6,15.4,47.3,6.52,Maize,3936.3
2020,Jharkhand,Jharkhand_D87,150.0,27.99,76.9,137.7,25.4,0.0,6.05,Jute,3266.7
2021,Madhya Pradesh,Madhya_D120,,24.84,70.6,23.3,16.3,45.7,6.63,Groundnut,3824.7
2024,Punjab,Punjab_D34,791.5,20.59,77.9,99.8,34.7,13.9,5.36,Millets,3406.2
2022,Chhattisgarh,Chhattisgarh_D76,1924.0,24.92,,,,28.7,5.97,Rice,4015.5
2023,Jharkhand,Jharkhand_D100,658.9,25.94,64.8,132.7,17.8,90.7,6.46,Maize,4307.9
2022,Madhya Pradesh,Madhya_D107,747.7,29.28,70.7,53.5,20.1,13.2,5.88,Groundnut,3055.1
2021,Odisha,Odisha_D93,1197.8,22.25,58.4,66.7,58.2,27.4,6.36,Sugarcane,
2021,Telangana,Telangana_D121,1204.6,29.57,72.3,92.2,26.6,25.5,6.47,Millets,3387.7
2020,Madhya Pradesh,Madhya_D42,1069.0,22.18,89.4,93.7,11.1,29.7,6.43,Rice,3503.3
2020,Uttar Pradesh,Uttar_D54,676.0,28.59,83.2,112.2,38.3,53.9,6.75,Millets,3421.9
2021,Chhattisgarh,Chhattisgarh_D73,435.9,29.21,65.6,129.2,14.2,36.6,6.44,Rice,
2024,Jharkhand,Jharkhand_D23,629.2,26.48,66.9,70.4,22.2,23.9,6.96,Jute,3359.8
2024,Kerala,Kerala_D124,293.3,27.18,78.8,39.7,28.2,58.7,5.58,Jute,3097.9
2023,West Bengal,West_D34,1725.4,29.79,75.6,,20.6,0.0,6.72,Maize,4429.9
2020,Gujarat,Gujarat_D45,490.2,24.67,70.0,142.4,50.8,108.4,6.23,Cotton,2477.1
2023,Odisha,Odisha_D52,782.4,28.24,61.6,,,41.4,6.68,Pulses,2536.1
2020,Karnataka,Karnataka_D41,1177.0,25.6,56.7,125.0,38.0,46.4,6.91,Oilseeds,3227.4
2021,Madhya Pradesh,Madhya_D126,902.1,33.2,56.5,0.0,21.9,57.9,5.46,Groundnut,2538.2
2024,Jharkhand,Jharkhand_D26,663.5,29.17,67.6,108.2,19.1,45.3,6.88,Maize,4547.9
2024,Kerala,Kerala_D107,840.6,22.82,75.1,75.1,41.3,39.3,6.27,Jute,3478.0
2021,Telangana,Telangana_D127,656.6,34.27,44.2,115.8,,2.7,5.96,Wheat,3414.4
2023,Bihar,Bihar_D78,798.2,31.01,81.0,69.5,,62.6,5.59,Oilseeds,2867.5
2023,Jharkhand,Jharkhand_D61,1056.2,22.17,54.0,74.9,32.8,87.0,5.33,Rice,3506.8
2022,Tamil Nadu,Tamil_D54,485.3,20.89,59.7,89.3,33.3,41.6,6.2,Oilseeds,2992.9
2020,Kerala,Kerala_D143,1332.2,22.09,66.2,29.4,27.5,9.9,6.12,Oilseeds,3128.0
2023,Gujarat,Gujarat_D13,929.1,23.07,75.8,86.5,32.0,54.5,6.9,Groundnut,
2021,Madhya Pradesh,Madhya_D5,666.6,27.61,92.6,82.9,31.0,11.3,6.42,Rice,3787.3
2023,Assam,Assam_D92,773.7,27.33,63.0,154.9,34.3,62.1,5.9,Rice,3913.8
2024,Telangana,Telangana_D67,1367.0,29.94,86.2,120.1,19.4,16.5,6.93,Millets,3350.1
2020,Jharkhand,Jharkhand_D92,1227.4,25.76,,116.0,8.3,64.2,6.81,Sugarcane,84975.2
2022,Uttar Pradesh,Uttar_D41,996.0,,89.9,90.7,12.7,,7.04,Cotton,2383.7
2020,Telangana,Telangana_D45,659.8,27.45,68.9,117.5,51.7,127.3,6.49,Rice,
2024,Gujarat,Gujarat_D129,1127.3,31.5,47.7,8.3,27.2,68.6,5.54,Millets,2642.6
2024,Kerala,Kerala_D9,905.7,19.43,59.3,121.0,21.3,69.1,6.01,Cotton,2433.9
2024,Bihar,Bihar_D17,1598.3,25.97,70.1,43.7,44.2,58.0,6.53,Wheat,4685.2
2024,Tamil Nadu,Tamil_D87,885.0,32.27,66.9,22.9,21.8,68.8,5.93,Maize,4410.4
2021,Assam,Assam_D111,1573.5,27.27,54.8,74.8,27.1,14.7,6.32,Oilseeds,3125.3
2022,Andhra Pradesh,Andhra_D30,977.9,25.82,50.2,105.7,14.6,46.5,8.04,Sugarcane,70005.9
2024,Kerala,Kerala_D59,485.3,23.74,82.0,202.1,40.8,26.4,4.86,Jute,3304.8
2024,Gujarat,Gujarat_D31,2218.7,30.61,35.4,0.0,14.2,,5.87,Maize,
2023,Gujarat,Gujarat_D144,321.2,25.07,77.6,53.6,0.0,72.0,7.32,Rice,2688.7
2022,Odisha,Odisha_D58,150.0,25.04,53.5,85.9,55.9,8.7,6.19,Groundnut,2886.1
2020,Madhya Pradesh,Madhya_D125,150.0,32.45,98.4,54.5,22.0,54.9,7.06,Millets,2355.0
2022,Karnataka,Karnataka_D67,1995.9,22.81,39.6,196.6,16.3,61.4,6.79,Groundnut,3766.3
2022,Punjab,Punjab_D88,1749.6,33.53,38.4,103.6,29.8,51.2,7.39,Millets,2441.3
2022,Kerala,Kerala_D91,957.6,27.68,63.6,71.3,,45.4,5.12,Maize,4165.1
2024,Telangana,Telangana_D12,1073.7,27.1,85.2,24.0,46.8,,6.11,Jute,3661.6
2024,Karnataka,Karnataka_D143,1000.4,28.14,99.0,52.8,7.7,56.5,6.93,Sugarcane,75976.5
2021,Odisha,Odisha_D69,191.7,,84.8,112.9,17.8,44.7,6.54,Cotton,2231.8
2020,Uttar Pradesh,Uttar_D39,1483.5,24.89,72.2,53.3,23.7,82.3,6.43,Rice,3684.0
2023,Chhattisgarh,Chhattisgarh_D132,1431.1,28.38,55.4,111.1,,31.1,7.18,Cotton,2559.4
2022,Uttar Pradesh,Uttar_D27,407.6,25.04,58.5,104.4,24.7,74.3,5.93,Cotton,2349.8
2020,Uttar Pradesh,Uttar_D13,1030.3,28.71,60.1,96.3,45.4,34.6,5.88,Wheat,4577.8
2020,Uttar Pradesh,Uttar_D113,870.6,36.25,63.9,,54.6,11.9,,Oilseeds,2148.7
2021,Punjab,Punjab_D118,815.5,29.64,66.2,114.7,60.6,16.5,5.96,Wheat,4491.8
2023,Telangana,Telangana_D29,628.4,26.25,73.0,76.0,22.3,15.9,6.04,Millets,3109.2
2022,Odisha,Odisha_D28,855.1,28.02,61.2,69.1,22.3,66.4,6.18,Millets,3311.0
2023,Assam,Assam_D27,689.3,25.72,72.4,74.7,16.1,6.9,6.85,Jute,3320.8
2021,Gujarat,Gujarat_D144,1325.7,26.26,75.7,16.9,12.8,50.6,4.57,Oilseeds,2643.0
2024,Andhra Pradesh,Andhra_D11,888.9,26.55,53.5,136.1,15.2,72.0,6.1,Oilseeds,3261.4
2020,Andhra Pradesh,Andhra_D130,623.0,28.9,51.2,10.7,0.0,0.0,6.41,Cotton,1759.8
2022,Telangana,Telangana_D27,889.9,30.63,86.5,0.0,52.4,61.5,6.23,Maize,4332.5
2024,Karnataka,Karnataka_D43,843.5,35.44,71.9,159.8,0.0,101.6,6.85,Maize,3957.8
2021,Gujarat,Gujarat_D31,826.6,29.59,67.7,125.8,56.8,46.5,6.66,Pulses,2888.8
2023,Assam,Assam_D53,1170.8,22.61,48.6,74.2,26.7,68.4,6.23,Millets,3414.2
2020,Bihar,Bihar_D93,,21.88,81.5,147.6,10.7,56.0,5.11,Wheat,4288.9
2022,Bihar,Bihar_D41,671.6,,70.0,58.3,0.0,30.0,6.42,Pulses,2731.4
2024,Tamil Nadu,Tamil_D75,356.0,31.0,92.4,128.9,39.8,27.2,,Millets,2949.5
2024,Jharkhand,Jharkhand_D114,896.6,26.17,72.9,66.5,0.0,56.5,7.17,Pulses,2758.5
2020,Madhya Pradesh,Madhya_D130,1398.1,26.23,66.1,104.7,17.3,20.2,7.3,Sugarcane,81763.0
2023,Karnataka,Karnataka_D128,850.5,30.6,60.7,82.2,47.4,23.5,6.11,Rice,3696.7
2021,Andhra Pradesh,Andhra_D26,699.3,26.89,93.7,9.3,25.5,58.1,5.68,Groundnut,3476.4
2023,Karnataka,Karnataka_D40,597.1,31.14,84.9,50.3,18.8,15.8,5.8,Cotton,2140.7
2023,Jharkhand,Jharkhand_D94,210.5,20.98,73.3,62.9,28.3,59.6,6.19,Millets,2957.1
2023,Gujarat,Gujarat_D86,1370.6,28.91,84.1,91.9,50.5,24.5,6.47,Oilseeds,3391.8
2020,Telangana,Telangana_D36,1093.9,19.9,,,20.1,24.0,6.19,Groundnut,3229.9
2020,Punjab,Punjab_D32,1207.9,28.07,,2.3,32.1,41.0,6.7,Wheat,3804.9
2021,Odisha,Odisha_D52,1000.4,30.6,84.1,,45.0,54.5,,Oilseeds,2991.0
2023,West Bengal,West_D113,577.9,20.49,80.5,137.3,16.3,34.3,6.21,Cotton,2609.4
2020,Uttar Pradesh,Uttar_D107,773.3,17.82,53.6,66.7,17.7,83.0,6.45,Sugarcane,76949.7
2021,Chhattisgarh,Chhattisgarh_D2,699.8,30.4,78.8,17.6,36.7,9.6,6.43,Maize,3978.3
2021,Assam,Assam_D63,733.3,28.8,57.4,126.1,,111.3,7.0,Millets,2939.8
2023,Bihar,Bihar_D122,735.7,22.61,63.6,70.6,56.4,70.1,6.93,Cotton,2277.3
2022,Kerala,Kerala_D88,1341.9,27.98,72.3,120.7,17.0,47.1,7.06,Rice,3729.9
2023,Gujarat,Gujarat_D74,1708.7,,71.5,48.7,20.6,57.8,5.45,Maize,4875.3
2022,Jharkhand,Jharkhand_D130,551.1,26.28,68.8,43.1,24.0,0.0,6.21,Jute,3177.8
2021,Tamil Nadu,Tamil_D44,832.3,25.93,45.7,40.0,5.8,,6.44,Jute,3268.1
2020,West Bengal,West_D22,986.7,21.68,70.7,85.6,23.7,32.1,6.44,Maize,4485.3
2024,Assam,Assam_D69,507.8,,95.1,171.5,48.0,33.3,6.01,Pulses,3055.6
2021,Chhattisgarh,Chhattisgarh_D96,921.1,22.76,74.1,61.0,11.4,94.4,6.44,Jute,3685.9
2020,Uttar Pradesh,Uttar_D107,1040.7,27.37,67.3,89.0,37.9,51.6,6.67,Maize,4407.8
2021,Kerala,Kerala_D93,868.8,29.61,80.4,172.7,27.3,68.0,5.44,Cotton,2644.3
2023,Kerala,Kerala_D63,1150.8,23.68,72.2,82.3,16.6,39.3,4.88,Maize,4364.0
2022,Assam,Assam_D39,900.1,25.9,63.7,31.4,21.6,17.7,6.47,Pulses,2754.5
2021,Haryana,Haryana_D136,150.0,24.96,83.7,76.7,20.8,56.2,6.72,Cotton,
2020,Odisha,Odisha_D108,515.8,,73.9,91.2,26.6,43.9,7.4,Rice,3031.3
2023,Jharkhand,Jharkhand_D59,1473.0,30.66,76.1,33.4,28.2,51.5,7.08,Wheat,4566.4
2024,Bihar,Bihar_D36,1108.1,30.04,67.0,60.2,33.9,33.0,5.96,Rice,3583.9
2023,Chhattisgarh,Chhattisgarh_D110,150.0,35.84,68.5,44.1,58.0,2.4,5.88,Pulses,1710.3
2022,Assam,Assam_D106,295.9,28.41,82.0,173.6,,105.0,6.39,Cotton,2312.2
2023,Assam,Assam_D105,1188.7,25.66,62.4,21.0,11.2,,5.27,Millets,3146.8
2024,Assam,Assam_D118,669.5,21.24,99.0,52.2,45.9,36.3,5.63,Maize,4189.2
2020,Bihar,Bihar_D133,150.0,24.2,61.1,11.1,48.0,55.2,5.29,Sugarcane,70450.0
2021,Haryana,Haryana_D93,1323.8,27.64,60.9,45.3,31.2,0.0,,Groundnut,2556.3
2022,West Bengal,West_D8,1189.5,30.73,85.5,68.6,15.3,81.3,6.07,Wheat,4520.4
2024,Kerala,Kerala_D114,568.3,24.38,69.7,108.2,0.0,13.6,7.8,Oilseeds,2614.5
2022,Uttar Pradesh,Uttar_D38,1398.0,33.33,79.0,115.3,35.5,66.5,5.11,Groundnut,2865.7
2023,Bihar,Bihar_D3,583.4,20.84,92.8,58.0,52.0,0.0,6.87,Sugarcane,76182.8
2022,Uttar Pradesh,Uttar_D133,650.8,25.5,76.1,97.8,57.5,60.1,5.26,Maize,4292.5
